thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,elected,female,votepct,dwnom1,deleg_size,speaker,subchr,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,power,budget,chair,majority,maj_leader,min_leader,les,seniority
"Numeric counter for order in THOMAS data, starting with 93rd Congress","Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,1 = Subcommittee Chair,Number of substantive and significant bills sponsored,Number of substantive and significant bills with action in committee,Number of substantive and significant bills with action beyond committee,Number of substantive and significant bills passed House,Number of substantive and significant bills became law,Number of substantive bills sponsored,Number of substantive bills with action in committee,Number of substantive bills with action beyond committee,Number of substantive bills passed House,Number of substantive bills became law,Number of commemorative bills sponsored,Number of commemorative bills with action in committee,Number of commemorative bills with action beyond committee,Number of commemorative bills passed House,Number of commemorative bills became law,"1 = Member of Appropriation, Rules, or Ways and Means",1 = Member of Budget,1 = Committee Chair,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Legislative Effectiveness Score (1-5-10),"Seniority, number of terms served counting current"
8126,"Delahunt, Bill",29731,111,2009,MA,10,1,1996,0,99,-0.477999985,10,0,1,0,0,0,0,0,20,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1.362827301,7
8127,"Dent, Charles",20526,111,2009,PA,15,0,2004,0,59,0.448000014,19,0,0,0,0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.556891382,3
8128,"Deutch, Theodore",20959,111,2009,FL,19,1,2010,0,62,-0.405000001,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.041866954,1
8129,"Diaz-Balart, Mario",20316,111,2009,FL,25,0,2002,0,53,0.437000006,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.083733909,4
8130,"Diaz-Balart, Lincoln",29336,111,2009,FL,21,0,1992,0,58,0.547999978,25,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.378259033,9
8131,"Dicks, Norman",14413,111,2009,WA,6,1,1976,0,67,-0.289999992,9,0,1,1,1,1,1,1,4,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2.292206764,17
8132,"Dingell, John",2605,111,2009,MI,15,1,1955,0,71,-0.414000005,15,0,0,3,1,3,3,2,13,2,2,0,0,1,1,1,1,1,0,0,0,1,0,0,4.033370018,28
8133,"Djou, Charles",20961,111,2009,HI,1,0,2010,0,39,0.231000006,2,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.089316174,1
8134,"Doggett, Lloyd",29571,111,2009,TX,25,1,1994,0,66,-0.430000007,32,0,0,0,0,0,0,0,15,1,3,3,1,0,0,0,0,0,1,1,0,1,0,0,1.409895539,8
8135,"Donnelly, Joe",20717,111,2009,IN,2,1,2006,0,67,-0.108000003,9,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.398177892,2
8136,"Doyle, Michael",29561,111,2009,PA,14,1,1994,0,91,-0.381000012,19,0,0,0,0,0,0,0,8,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1.427561045,8
8137,"Dreier, David",14813,111,2009,CA,26,0,1980,0,53,0.595000029,53,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.083733909,15
8138,"Driehaus, Steve",20939,111,2009,OH,1,1,2008,0,52,-0.162,18,0,0,0,0,0,0,0,9,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0.708150148,1
8139,"Duncan, John",15455,111,2009,TN,2,0,1988,0,78,0.925999999,9,0,0,0,0,0,0,0,8,1,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0.743425965,11
8140,"Edwards, Chet",29144,111,2009,TX,17,1,1990,0,53,-0.216999993,32,0,1,2,2,2,2,1,8,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,2.914654493,10
8141,"Edwards, Donna",20763,111,2009,MD,4,1,2008,1,86,-0.550999999,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.100480698,1
8142,"Ehlers, Vernon",29362,111,2009,MI,3,0,1993,0,61,0.75,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139556527,9
8143,"Ellison, Keith",20727,111,2009,MN,5,1,2006,0,71,-0.563000023,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.376802593,2
8144,"Ellsworth, Brad",20718,111,2009,IN,8,1,2006,0,65,-0.114,9,0,0,0,0,0,0,0,12,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0.747226,2
8145,"Emerson, Jo",29736,111,2009,MO,8,0,1996,1,71,0.404000014,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.069778264,7
8146,"Engel, Eliot",15603,111,2009,NY,17,1,1988,0,80,-0.342999995,29,0,1,0,0,0,0,0,28,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,2.517142296,11
8147,"Eshoo, Anna",29312,111,2009,CA,14,1,1992,1,70,-0.372999996,53,0,1,0,0,0,0,0,17,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1.163069367,9
8148,"Etheridge, Bob",29745,111,2009,NC,2,1,1996,0,67,-0.275000006,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.069778264,7
8149,"Faleomavaega, Eni",,111,2009,AS,,1,1988,0,60,,1,0,1,0,0,0,0,0,15,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.547414184,11
8150,"Fallin, Mary",20742,111,2009,OK,5,0,2006,1,66,0.611000001,5,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.406170338,2
8151,"Farr, Sam",29313,111,2009,CA,17,1,1993,0,74,-0.495999992,53,0,0,0,0,0,0,0,15,4,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1.135158062,9
8152,"Fattah, Chaka",29559,111,2009,PA,2,1,1994,0,89,-0.395000011,19,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.18142347,8
8153,"Filner, Bob",29325,111,2009,CA,51,1,1992,0,73,-0.651000023,53,0,0,0,0,0,0,0,51,17,14,11,4,10,0,0,0,0,0,0,1,1,0,0,7.123041153,9
8154,"Flake, Jeff",20100,111,2009,AZ,6,0,2000,0,62,1.004999995,8,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251201749,5
8155,"Fleming, John",20918,111,2009,LA,4,0,2008,0,48,0.739000022,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111645214,1
8156,"Forbes, J.",20143,111,2009,VA,4,0,2001,0,60,0.574999988,11,0,0,0,0,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.59875834,5
8157,"Fortenberry, Jeff",20518,111,2009,NE,1,0,2004,0,70,0.488999993,3,0,0,0,0,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.045973063,3
8158,"Foster, Bill",20749,111,2009,IL,14,1,2008,0,58,-0.211999997,19,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0.280463815,1
8159,"Foxx, Virginia",20521,111,2009,NC,5,0,2004,1,58,0.764999986,13,0,0,0,0,0,0,0,10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.875714183,3
8160,"Frank, Barney",14824,111,2009,MA,4,1,1980,0,68,-0.555999994,10,0,0,3,1,3,3,2,34,13,11,4,2,3,2,2,2,2,0,0,1,1,0,0,7.977057457,15
8161,"Franks, Trent",20304,111,2009,AZ,2,0,2002,0,59,0.874000013,8,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268867224,4
8162,"Frelinghuysen, Rodney",29541,111,2009,NJ,11,0,1994,0,62,0.601000011,13,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.501068771,8
8163,"Fudge, Marcia",20941,111,2009,OH,11,1,2008,1,100,-0.542999983,18,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.459201813,1
8164,"Gallegly, Elton",15413,111,2009,CA,24,0,1986,0,58,0.575999975,53,0,0,0,0,0,0,0,26,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2.530275345,12
8165,"Garamendi, John",20958,111,2009,CA,10,1,2009,0,53,-0.384000003,53,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.097689562,1
8166,"Garrett, Scott",20336,111,2009,NJ,5,0,2002,0,56,0.907000005,13,0,0,0,0,0,0,0,19,1,2,1,0,1,1,1,1,1,0,1,0,0,0,0,0.867314875,4
8167,"Gerlach, Jim",20345,111,2009,PA,6,0,2002,0,52,0.444999993,19,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317622811,4
8168,"Giffords, Gabrielle",20701,111,2009,AZ,8,1,2006,1,55,-0.104000002,8,0,1,0,0,0,0,0,28,3,2,2,0,1,1,1,1,0,0,0,0,1,0,0,1.273528934,2
8169,"Gillibrand, Kirsten",20735,111,2009,NY,20,1,2006,1,62,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
8170,"Gingrey, Phil",20319,111,2009,GA,11,0,2002,0,68,0.73299998,13,0,0,0,0,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.59875834,4
8171,"Gohmert, Louie",20527,111,2009,TX,1,0,2004,0,88,0.681999981,32,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.413625062,3
8172,"Gonzalez, Charles",29943,111,2009,TX,20,1,1998,0,72,-0.305999994,32,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.11722748,6
8173,"Goodlatte, Bob",39308,111,2009,VA,6,0,1992,0,62,0.723999977,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055822607,9
8174,"Gordon, Bart",15100,111,2009,TN,6,1,1984,0,74,-0.158000007,9,0,0,2,2,2,1,1,22,10,13,11,2,0,0,0,0,0,0,0,1,1,0,0,6.969154835,13
8175,"Granger, Kay",29762,111,2009,TX,12,0,1996,1,68,0.606000006,32,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.083733909,7
8176,"Graves, Tom",20962,111,2009,GA,9,0,2010,0,100,0.981000006,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013955652,1
8177,"Graves, Sam",20124,111,2009,MO,6,0,2000,0,59,0.601000011,9,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282822847,5
8178,"Grayson, Alan",20908,111,2009,FL,8,1,2008,0,52,-0.382999986,25,0,0,0,0,0,0,0,17,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0.711754322,1
8179,"Green, Gene",39304,111,2009,TX,29,1,1992,0,75,-0.321999997,32,0,0,0,0,0,0,0,41,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.919738352,9
8180,"Green, Al",20529,111,2009,TX,9,1,2004,0,94,-0.382999986,32,0,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0.535868704,3
8181,"Griffith, Parker",20901,111,2009,AL,5,1,2008,0,51,-0.013,7,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.431290507,1
8182,"Grijalva, Raul",20305,111,2009,AZ,7,1,2002,0,63,-0.586000025,8,0,1,0,0,0,0,0,25,6,7,6,0,0,0,0,0,0,0,0,0,1,0,0,2.538809061,4
8183,"Guthrie, Brett",20916,111,2009,KY,2,0,2008,0,53,0.528999984,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069778264,1
8184,"Gutierrez, Luis",29348,111,2009,IL,4,1,1992,0,81,-0.499000013,19,0,1,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0.136765391,9
8185,"Hall, John",20734,111,2009,NY,19,1,2006,0,59,-0.31099999,29,0,1,0,0,0,0,0,15,2,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0.926847279,2
8186,"Hall, Ralph",94828,111,2009,TX,4,0,1980,0,69,0.606999993,32,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.274068534,15
8187,"Halvorson, Deborah",20913,111,2009,IL,11,1,2008,1,58,-0.264999986,19,0,0,0,0,0,0,0,16,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.032267213,1
8188,"Hare, Phil",20716,111,2009,IL,17,1,2006,0,100,-0.367000014,19,0,0,0,0,0,0,0,15,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.486822635,2
8189,"Harman, Jane",29318,111,2009,CA,36,1,2000,1,69,-0.294999987,53,0,1,0,0,0,0,0,14,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1.383671522,5
8190,"Harper, Gregg",20925,111,2009,MS,3,0,2008,0,63,0.535000026,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0.150022656,1
8191,"Hastings, Alcee",29337,111,2009,FL,23,1,1992,0,82,-0.509000003,25,0,1,0,0,0,0,0,24,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.600313365,9
8192,"Hastings, Doc",29580,111,2009,WA,4,0,1994,0,63,0.583000004,9,0,0,0,0,0,0,0,10,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.054602981,8
8193,"Heinrich, Martin",20930,111,2009,NM,1,1,2008,0,56,-0.261999995,3,0,0,0,0,0,0,0,15,4,3,1,1,2,1,1,1,1,0,0,0,1,0,0,1.653527737,1
8194,"Heller, Dean",20730,111,2009,NV,2,0,2006,0,52,0.750999987,3,0,0,0,0,0,0,0,33,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1.271004796,2
8195,"Hensarling, Jeb",20352,111,2009,TX,5,0,2002,0,84,0.887000024,32,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.167467818,4
8196,"Herger, Wally",15420,111,2009,CA,2,0,1986,0,58,0.717000008,53,0,0,0,0,0,0,0,10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.875714183,12
8197,"Herseth Sandlin, Stephanie",20349,111,2009,SD,1,1,2004,1,68,-0.173999995,1,0,1,0,0,0,0,0,33,9,7,6,0,1,1,1,1,1,0,0,0,1,0,0,3.146542072,3
8198,"Higgins, Brian",20519,111,2009,NY,27,1,2004,0,74,-0.317999989,29,0,0,0,0,0,0,0,11,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.41888988,3
8199,"Hill, Baron",29914,111,2009,IN,9,1,2006,0,58,0.039000001,9,0,0,0,0,0,0,0,13,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0.645826638,2
8200,"Himes, James",20907,111,2009,CT,4,1,2008,0,51,-0.224000007,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.083733909,1
8201,"Hinchey, Maurice",29380,111,2009,NY,22,1,1992,0,66,-0.579999983,29,0,0,0,0,0,0,0,18,3,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0.936837733,9
8202,"Hinojosa, Ruben",29763,111,2009,TX,15,1,1996,0,66,-0.319000006,32,0,1,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.343846798,7
8203,"Hirono, Mazie",20713,111,2009,HI,2,1,2006,1,76,-0.492000014,2,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2967785,2
8204,"Hodes, Paul",20732,111,2009,NH,2,1,2006,0,56,-0.287,2,0,0,0,0,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.682492256,2
8205,"Hoekstra, Peter",29361,111,2009,MI,2,0,1992,0,62,0.77700001,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223290429,9
8206,"Holden, Tim",29396,111,2009,PA,17,1,1992,0,64,-0.230000004,19,0,1,0,0,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.348325223,9
8207,"Holt, Rush",29923,111,2009,NJ,12,1,1998,0,63,-0.5,13,0,0,0,0,0,0,0,37,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1.372154474,6
8208,"Honda, Michael",20103,111,2009,CA,15,1,2000,0,72,-0.55400002,53,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.15351218,5
8209,"Hoyer, Steny",14873,111,2009,MD,5,1,1981,0,74,-0.326000005,8,0,0,1,0,1,1,0,6,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1.040451527,15
8210,"Hunter, Duncan",20963,111,2009,CA,52,0,2008,0,56,0.666999996,53,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.128391996,1
8211,"Inglis, Bob",39300,111,2009,SC,4,0,2004,0,60,0.848999977,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027911304,3
8212,"Inslee, Jay",29937,111,2009,WA,1,1,1998,0,68,-0.363000005,9,0,0,0,0,0,0,0,32,5,6,5,2,1,1,1,1,1,0,0,0,1,0,0,3.216166735,6
8213,"Israel, Steve",20129,111,2009,NY,2,1,2000,0,67,-0.330000013,29,0,0,0,0,0,0,0,35,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.606593966,5
8214,"Issa, Darrell",20107,111,2009,CA,49,0,2000,0,58,0.783999979,53,0,0,0,0,0,0,0,18,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2.060296774,5
8215,"Jackson, Jesse",29573,111,2009,TX,18,1,1994,1,77,-0.462000012,32,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.275755852,8
8216,"Jackson Lee, Sheila",29585,111,2009,IL,2,1,1995,0,89,-0.531000018,19,0,0,0,0,0,0,0,45,3,2,2,1,4,0,0,0,0,1,0,0,1,0,0,1.83823812,8
8218,"Jenkins, Lynn",20915,111,2009,KS,2,0,2008,1,51,0.750999987,4,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.329891145,1
8219,"Johnson, Eddie",39305,111,2009,TX,30,1,1992,1,82,-0.460000008,32,0,1,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.315397739,9
8220,"Johnson, Henry",20712,111,2009,GA,4,1,2006,0,100,-0.432999998,13,0,1,1,1,1,1,0,20,2,7,6,3,0,0,0,0,0,0,0,0,1,0,0,3.89643836,2
8221,"Johnson, Timothy",20116,111,2009,IL,15,0,2000,0,62,0.819999993,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069778264,5
8222,"Johnson, Sam",29143,111,2009,TX,3,0,1991,0,60,0.75,32,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.142347649,10
8223,"Jones, Walter",29546,111,2009,NC,3,0,1994,0,66,0.147,13,0,0,0,0,0,0,0,19,3,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0.895446658,8
8224,"Jordan, Jim",20738,111,2009,OH,4,0,2006,0,65,0.816999972,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.097689562,2
8225,"Kagen, Steve",20751,111,2009,WI,8,1,2006,0,54,-0.338,8,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2967785,2
8226,"Kanjorski, Paul",15104,111,2009,PA,11,1,1984,0,52,-0.319999993,19,0,1,0,0,0,0,0,19,6,6,1,0,1,0,0,0,0,0,0,0,1,0,0,1.715171337,13
8227,"Kaptur, Marcy",15029,111,2009,OH,9,1,1982,1,74,-0.39199999,18,0,0,0,0,0,0,0,23,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0.657759786,14
8228,"Kennedy, Patrick",29564,111,2009,RI,1,1,1994,0,69,-0.388999999,2,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.492157638,8
8229,"Kildee, Dale",14430,111,2009,MI,5,1,1976,0,70,-0.367000014,15,0,1,0,0,0,0,0,8,1,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0.379814029,17
8230,"Kilpatrick, Carolyn",29733,111,2009,MI,13,1,1996,1,74,-0.474999994,15,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.157221988,7
8231,"Kilroy, Mary",20942,111,2009,OH,15,1,2008,1,46,-0.284000009,18,0,0,0,0,0,0,0,11,2,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0.955994725,1
8232,"Kind, Ron",29769,111,2009,WI,3,1,1996,0,63,-0.289999992,8,0,0,0,0,0,0,0,29,2,4,3,1,0,0,0,0,0,1,0,0,1,0,0,1.825207949,7
8233,"King, Peter",29375,111,2009,NY,3,0,1992,0,64,0.497000009,29,0,0,0,0,0,0,0,37,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1.449256182,9
8234,"King, Steve",20325,111,2009,IA,5,0,2002,0,60,0.731999993,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125600874,4
8235,"Kingston, Jack",29338,111,2009,GA,1,0,1992,0,67,0.711000025,13,0,0,0,0,0,0,0,6,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1.052093148,9
8236,"Kirk, Mark",20115,111,2009,IL,10,0,2000,0,53,0.598999977,19,0,0,0,0,0,0,0,25,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.571615696,5
8237,"Kirkpatrick, Ann",20902,111,2009,AZ,1,1,2008,1,56,-0.07,8,0,0,0,0,0,0,0,32,12,8,5,1,0,0,0,0,0,0,0,0,1,0,0,3.69418478,1
8238,"Kissell, Larry",20938,111,2009,NC,8,1,2008,0,55,-0.160999998,13,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.501068771,1
8239,"Klein, Ron",20711,111,2009,FL,22,1,2006,0,55,-0.231000006,25,0,0,0,0,0,0,0,12,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0.619602621,2
8240,"Kline, John",20333,111,2009,MN,2,0,2002,0,57,0.736000001,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097689562,4
8241,"Kosmas, Suzanne",20911,111,2009,FL,24,1,2008,1,57,-0.143000007,25,0,0,0,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.483403295,1
8242,"Kratovil, Frank",20921,111,2009,MD,1,1,2008,0,49,0.017000001,8,0,0,0,0,0,0,0,17,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1.551670432,1
8243,"Kucinich, Dennis",29748,111,2009,OH,10,1,1996,0,57,-0.731000006,18,0,1,0,0,0,0,0,13,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0.331446141,7
8244,"LaTourette, Steven",29553,111,2009,OH,14,0,1994,0,58,0.421999991,18,0,0,0,0,0,0,0,5,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0.222592056,8
8245,"Lamborn, Doug",20704,111,2009,CO,5,0,2006,0,60,0.842000008,7,0,0,0,0,0,0,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.645826638,2
8246,"Lance, Leonard",20929,111,2009,NJ,7,0,2008,0,50,0.633000016,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055822607,1
8247,"Langevin, James",20136,111,2009,RI,2,1,2000,0,70,-0.356000006,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18142347,5
8248,"Larsen, Rick",20145,111,2009,WA,2,1,2000,0,62,-0.340000004,9,0,0,0,0,0,0,0,13,4,4,4,2,0,0,0,0,0,0,0,0,1,0,0,2.348851919,5
8249,"Larson, John",29908,111,2009,CT,1,1,1998,0,72,-0.423999995,5,0,0,0,0,0,0,0,19,4,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1.167935491,6
8250,"Latham, Tom",29522,111,2009,IA,4,0,1994,0,61,0.476000011,5,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.329891145,8
8251,"Latta, Robert",20755,111,2009,OH,5,0,2007,0,64,0.654999971,18,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184214607,2
8252,"Lee, Barbara",29778,111,2009,CA,9,1,1998,1,86,-0.694000006,53,0,0,0,0,0,0,0,29,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0.410296172,6
8253,"Lee, Christopher",20936,111,2009,NY,26,0,2008,0,55,0.518000007,29,0,0,0,0,0,0,0,9,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.507825077,1
8254,"Levin, Sander",15033,111,2009,MI,12,1,1982,0,72,-0.340000004,15,0,1,3,0,3,3,3,20,1,8,6,4,0,0,0,0,0,1,0,0,1,0,0,7.359787464,14
8255,"Lewis, Jerry",14644,111,2009,CA,41,0,1978,0,62,0.545000017,53,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.274068534,16
8256,"Lewis, John",15431,111,2009,GA,5,1,1986,0,100,-0.583999991,13,0,1,1,0,1,1,1,34,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1.894031405,12
8257,"Linder, John",29341,111,2009,GA,7,0,1992,0,62,0.856999993,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055822607,9
8258,"Lipinski, Daniel",20508,111,2009,IL,3,1,2004,0,73,-0.257999986,19,0,1,0,0,0,0,0,11,2,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0.854207635,3
8259,"LoBiondo, Frank",29539,111,2009,NJ,2,0,1994,0,59,0.437999994,13,0,0,0,0,0,0,0,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693090737,8
8260,"Loebsack, David",20720,111,2009,IA,2,1,2006,0,57,-0.307999998,5,0,0,0,0,0,0,0,9,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0.545459926,2
8261,"Lofgren, Zoe",29504,111,2009,CA,16,1,1994,1,71,-0.416999996,53,0,1,0,0,0,0,0,17,4,5,4,1,2,1,1,1,1,0,0,1,1,0,0,2.273465633,8
8262,"Lowey, Nita",15612,111,2009,NY,18,1,1988,1,68,-0.342000008,29,0,1,1,1,1,1,1,37,3,1,0,0,2,1,1,1,1,1,0,0,1,0,0,2.620042801,11
